filename,is-bug,total-access-states,time,msgsender,value,unrestricted-write-state,function-name,trace-file,symbolic-execution-time
reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,True,330,111.06134963035583,True,True,False,Collect(uint256),./0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol_PERSONAL_BANK,109.8014760017395
